Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides U2932_L1_rep1,Peptides U2932_L1_rep2,Razor + unique peptides U2932_L1_rep1,Razor + unique peptides U2932_L1_rep2,Unique peptides U2932_L1_rep1,Unique peptides U2932_L1_rep2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L U2932_L1_rep1,Ratio H/L normalized U2932_L1_rep1,Ratio H/L variability [%] U2932_L1_rep1,Ratio H/L count U2932_L1_rep1,Ratio H/L iso-count U2932_L1_rep1,Ratio H/L type U2932_L1_rep1,Ratio H/L U2932_L1_rep2,Ratio H/L normalized U2932_L1_rep2,Ratio H/L variability [%] U2932_L1_rep2,Ratio H/L count U2932_L1_rep2,Ratio H/L iso-count U2932_L1_rep2,Ratio H/L type U2932_L1_rep2,Sequence coverage U2932_L1_rep1 [%],Sequence coverage U2932_L1_rep2 [%],Intensity,Intensity L,Intensity H,Intensity U2932_L1_rep1,Intensity L U2932_L1_rep1,Intensity H U2932_L1_rep1,Intensity U2932_L1_rep2,Intensity L U2932_L1_rep2,Intensity H U2932_L1_rep2,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (N) site IDs,Oxidation (M) site IDs,Deamidation (N) site positions,Oxidation (M) site positions
P54577,P54577,11,11,11,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",YARS,">sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4",1,11,11,11,9,9,9,9,9,9,21.2,21.2,21.2,59.143,528,528,0,69.552,0.62786,0.93669,12.481,19,0,Median,0.61628,0.9289,13.864,10,0,Median,0.6378,0.98111,10.478,9,0,Median,17.4,17.6,352590000,212260000,140330000,203610000,122460000,81151000,148980000,89798000,59182000,,,,1175,959;1918;3129;4149;5197;5472;5539;5549;7518;8053;8384,True;True;True;True;True;True;True;True;True;True;True,977;1967;3197;4244;5324;5625;5695;5707;7716;8273;8612,2916;2917;2918;5784;5785;9267;9268;12450;12451;12452;15859;15860;16624;16625;16800;16801;16834;23057;24692;25539;25540,4633;4634;4635;4636;8948;8949;14288;14289;19205;19206;19207;19208;24379;24380;25503;25504;25744;25745;25798;35058;37549;38780;38781;38782,4635;8948;14288;19207;24380;25503;25744;25798;35058;37549;38782,,,,
E9PPH5;Q53F20;Q9BTT0-3;Q9BTT0,E9PPH5;Q53F20;Q9BTT0-3;Q9BTT0,1;1;1;1,1;1;1;1,1;1;1;1,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,">tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens GN=ANP32E PE=2 SV=1;>tr|Q53F20|Q53F20_HUMAN Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant (Fragment) OS=Homo sapiens",4,1,1,1,1,1,1,1,1,1,12.3,12.3,12.3,13.128,114,114;266;220;268,0,9.0499,0.69431,0.93643,9.3959,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,12.3,12.3,97198000,56449000,40750000,46186000,27699000,18487000,51012000,28750000,22263000,,,,769,3316,TRUE,3389,9832;9833,15167;15168;15169,15168,,,,
Q6S8J3;P0CG38;L0R5C4;P0CG39;Q9BYX7;Q562Y4;Q562X7;Q562X6;Q562X4;Q562X2;Q562X0;Q562U1;Q562T6;Q562T5;Q562T4;Q562T3;Q562T0;Q562R6;Q562R5;Q562Q9;Q562Q8;Q562Q4;Q562Q2;Q562Q0;Q562L3;Q562Q1,Q6S8J3;P0CG38;L0R5C4;P0CG39,12;9;6;6;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,POTE ankyrin domain family member E;POTE ankyrin domain family member I;POTE ankyrin domain family member J,POTEE;POTEI;POTEM;POTEJ,>sp|Q6S8J3|POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=1 SV=3;>sp|P0CG38|POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;>tr|L0R5C4|L0R5C4_HUMAN Alternative protein POTEM OS=Homo sapiens GN,26,12,1,1,12,9,1,1,1,1,10.4,1.7,1.7,121.36,1075,1075;1075;446;1038;375;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103,0,13.387,0.72566,0.93629,16.774,14,0,Median,0.72423,0.92379,18.561,5,0,Median,0.72709,0.93926,15.348,9,0,Median,10.4,10.1,34711000000,19247000000,15464000000,14961000000,8498200000,6462600000,19751000000,10749000000,9001600000,,,,1362,232;233;724;725;1596;3619;4194;5754;5755;6099;6908;7478,False;False;False;False;False;False;False;False;False;False;False;True,235;236;737;738;1641;3702;3703;4289;4290;5918;5919;6273;7090;7091;7675,541;542;543;544;545;546;547;548;549;550;551;552;553;554;555;556;557;558;559;560;561;562;563;564;565;566;567;568;569;570;571;572;573;574;575;576;577;578;579;580;581;582;583;584;585;586;587;588;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2157;2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;2197;2198;2199;2200;2201;2202;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;2244;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;2275;2276;2277;2278;2279;2280;2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2292;2293;2294;2295;2296;2297;2298;2299;2300;2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2313;2314;2315;4845;10692;10693;10694;10695;10696;10697;10698;10699;10700;10701;10702;10703;10704;10705;10706;10707;10708;10709;10710;10711;10712;10713;10714;10715;10716;10717;10718;10719;10720;10721;10722;10723;10724;10725;10726;10727;10728;10729;10730;10731;10732;10733;10734;10735;10736;10737;10738;10739;10740;10741;12579;12580;12581;12582;12583;12584;12585;12586;12587;12588;12589;12590;17310;17311;17312;17313;17314;17315;17316;17317;17318;17319;17320;17321;17322;17323;17324;17325;17326;17327;17328;17329;17330;17331;17332;17333;17334;17335;17336;17337;17338;17339;17340;17341;17342;17343;17344;17345;17346;17347;17348;17349;17350;17351;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17367;17368;17369;17370;17371;17372;17373;17374;17375;18391;18392;18393;20717;20718;20719;20720;20721;20722;20723;20724;20725;20726;20727;20728;20729;20730;20731;20732;20733;20734;20735;20736;20737;20738;20739;20740;20741;20742;20743;20744;20745;20746;20747;20748;20749;20750;20751;20752;20753;20754;20755;20756;20757;20758;20759;20760;20761;20762;20763;20764;20765;20766;20767;20768;20769;20770;20771;20772;20773;20774;20775;20776;20777;20778;20779;20780;20781;20782;20783;20784;20785;20786;20787;20788;20789;20790;20791;20792;20793;20794;20795;20796;20797;20798;20799;20800;20801;20802;20803;22449;22450;22451;22452;22453;22454;22455;22456;22457;22458;22459;22460;22461;22462;22463;22464,807;808;809;810;811;812;813;814;815;816;817;818;819;820;821;822;823;824;825;826;827;828;829;830;831;832;833;834;835;836;837;838;839;840;841;842;843;844;845;846;847;848;849;850;851;852;853;854;855;856;857;858;859;860;861;862;863;864;865;866;867;868;869;870;871;872;873;874;875;876;877;878;879;880;881;882;883;884;885;886;887;888;889;890;891;892;893;894;895;896;897;898;899;900;901;902;903;904;905;906;907;908;909;910;911;912;913;914;915;916;917;918;919;920;921;922;923;924;925;926;927;928;3199;3200;3201;3202;3203;3204;3205;3206;3207;3208;3209;3210;3211;3212;3213;3214;3215;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;3226;3227;3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;3262;3263;3264;3265;3266;3267;3268;3269;3270;3271;3272;3273;3274;3275;3276;3277;3278;3279;3280;3281;3282;3283;3284;3285;3286;3287;3288;3289;3290;3291;3292;3293;3294;3295;3296;3297;3298;3299;3300;3301;3302;3303;3304;3305;3306;3307;3308;3309;3310;3311;3312;3313;3314;3315;3316;3317;3318;3319;3320;3321;3322;3323;3324;3325;3326;3327;3328;3329;3330;3331;3332;3333;3334;3335;3336;3337;3338;3339;3340;3341;3342;3343;3344;3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3361;3362;3363;3364;3365;3366;3367;3368;3369;3370;3371;3372;3373;3374;3375;3376;3377;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;3388;3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3400;3401;3402;3403;3404;3405;3406;3407;3408;3409;3410;3411;3412;3413;3414;3415;3416;3417;3418;3419;3420;3421;3422;3423;3424;3425;3426;3427;3428;3429;3430;3431;3432;3433;3434;3435;3436;3437;3438;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3450;3451;3452;3453;3454;3455;3456;3457;3458;3459;3460;3461;3462;3463;3464;3465;3466;3467;3468;3469;3470;3471;3472;3473;3474;3475;3476;3477;3478;3479;3480;3481;3482;3483;3484;3485;3486;3487;3488;3489;3490;3491;3492;3493;3494;3495;3496;3497;3498;3499;3500;3501;3502;3503;3504;3505;3506;3507;3508;3509;3510;3511;3512;3513;3514;3515;3516;3517;3518;3519;3520;3521;3522;3523;3524;3525;3526;3527;3528;3529;3530;3531;3532;3533;3534;3535;3536;3537;3538;3539;3540;3541;3542;3543;3544;3545;3546;3547;3548;3549;3550;3551;3552;3553;3554;3555;3556;3557;3558;3559;3560;3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;3571;3572;3573;3574;3575;3576;3577;3578;3579;3580;3581;3582;3583;3584;3585;3586;3587;3588;3589;3590;3591;3592;3593;3594;3595;3596;3597;3598;3599;3600;3601;3602;3603;3604;3605;3606;3607;3608;3609;3610;3611;3612;3613;3614;3615;3616;3617;3618;3619;3620;3621;3622;3623;3624;3625;3626;3627;3628;3629;3630;3631;3632;3633;3634;3635;3636;3637;3638;3639;3640;3641;3642;3643;3644;3645;3646;3647;3648;3649;3650;3651;3652;3653;3654;3655;3656;3657;3658;3659;3660;3661;3662;3663;3664;3665;3666;3667;3668;3669;3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682;3683;3684;3685;3686;3687;3688;3689;3690;3691;3692;3693;3694;3695;3696;3697;3698;3699;3700;3701;3702;3703;3704;3705;3706;3707;3708;3709;3710;3711;3712;3713;3714;3715;3716;3717;3718;3719;3720;3721;3722;3723;3724;3725;3726;3727;3728;3729;3730;3731;3732;3733;3734;3735;3736;3737;3738;3739;3740;3741;3742;3743;3744;3745;7602;16493;16494;16495;16496;16497;16498;16499;16500;16501;16502;16503;16504;16505;16506;16507;16508;16509;16510;16511;16512;16513;16514;16515;16516;16517;16518;16519;16520;16521;16522;16523;16524;16525;16526;16527;16528;16529;16530;16531;16532;16533;16534;16535;16536;16537;16538;16539;16540;16541;16542;16543;16544;16545;16546;16547;16548;16549;16550;16551;16552;16553;16554;16555;16556;16557;16558;16559;16560;16561;16562;16563;16564;16565;16566;16567;16568;16569;16570;16571;16572;16573;16574;16575;16576;16577;16578;16579;16580;16581;16582;16583;16584;16585;16586;16587;16588;16589;16590;16591;16592;16593;16594;16595;16596;16597;16598;16599;16600;16601;16602;16603;16604;16605;16606;16607;16608;16609;16610;16611;16612;16613;16614;16615;16616;16617;16618;19405;19406;19407;19408;19409;19410;19411;19412;19413;19414;19415;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;19426;19427;19428;19429;19430;19431;19432;19433;19434;19435;19436;19437;19438;26446;26447;26448;26449;26450;26451;26452;26453;26454;26455;26456;26457;26458;26459;26460;26461;26462;26463;26464;26465;26466;26467;26468;26469;26470;26471;26472;26473;26474;26475;26476;26477;26478;26479;26480;26481;26482;26483;26484;26485;26486;26487;26488;26489;26490;26491;26492;26493;26494;26495;26496;26497;26498;26499;26500;26501;26502;26503;26504;26505;26506;26507;26508;26509;26510;26511;26512;26513;26514;26515;26516;26517;26518;26519;26520;26521;26522;26523;26524;26525;26526;26527;26528;26529;26530;26531;26532;26533;26534;26535;26536;26537;26538;26539;26540;26541;26542;26543;26544;26545;26546;26547;26548;26549;26550;26551;26552;26553;26554;26555;26556;26557;26558;26559;26560;26561;26562;26563;26564;26565;26566;26567;26568;26569;26570;26571;26572;26573;26574;26575;26576;26577;26578;26579;26580;26581;26582;26583;26584;26585;26586;26587;26588;26589;26590;26591;26592;26593;26594;26595;26596;26597;26598;26599;26600;26601;26602;26603;26604;26605;26606;26607;26608;26609;26610;26611;26612;26613;26614;26615;26616;26617;28115;28116;28117;31504;31505;31506;31507;31508;31509;31510;31511;31512;31513;31514;31515;31516;31517;31518;31519;31520;31521;31522;31523;31524;31525;31526;31527;31528;31529;31530;31531;31532;31533;31534;31535;31536;31537;31538;31539;31540;31541;31542;31543;31544;31545;31546;31547;31548;31549;31550;31551;31552;31553;31554;31555;31556;31557;31558;31559;31560;31561;31562;31563;31564;31565;31566;31567;31568;31569;31570;31571;31572;31573;31574;31575;31576;31577;31578;31579;31580;31581;31582;31583;31584;31585;31586;31587;31588;31589;31590;31591;31592;31593;31594;31595;31596;31597;31598;31599;31600;31601;31602;31603;31604;31605;31606;31607;31608;31609;31610;31611;31612;31613;31614;31615;31616;31617;31618;31619;31620;31621;31622;31623;31624;31625;31626;31627;31628;31629;31630;31631;31632;31633;31634;31635;31636;31637;31638;31639;31640;31641;31642;31643;31644;31645;31646;31647;34150;34151;34152;34153;34154;34155;34156;34157;34158;34159;34160;34161;34162;34163;34164;34165;34166;34167;34168;34169;34170;34171;34172;34173;34174;34175;34176;34177,895;928;3232;3635;7602;16535;19407;26581;26617;28115;31555;34156,131;167,178,792;952,927
O43776;K7EQ35;B4DGT6;B4DN60;K7EMQ6;K7EIU7;K7EPK2;B4DF91;B4DG16;K7EJ19,O43776;K7EQ35;B4DGT6;B4DN60,6;3;3;3;2;2;2;2;2;1,6;3;3;3;2;2;2;2;2;1,6;3;3;3;2;2;2;2;2;1,"Asparagine--tRNA ligase, cytoplasmic",NARS,">sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1;>tr|K7EQ35|K7EQ35_HUMAN Asparagine--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens GN=NARS PE=2 SV=1;>tr|B4DGT6|B4DGT6_HUMAN cDNA FLJ56692, highly similar to ",10,6,6,6,4,6,4,6,4,6,10.2,10.2,10.2,62.942,548,548;167;287;299;128;162;163;254;174;136,0,38.981,0.58303,0.93617,9.682,18,0,Median,0.58727,0.93212,13.164,8,0,Median,0.57867,0.94728,6.0245,10,0,Median,7.3,10.2,928880000,582260000,346630000,540120000,341460000,198660000,388760000,240790000,147970000,,,,963,1267;2099;3188;5467;7762;8320,True;True;True;True;True;True,1302;2151;3258;5620;7973;8546,3854;3855;6201;9461;9462;9463;9464;9465;9466;16613;23811;23812;23813;23814;23815;25377;25378;25379,6095;6096;9566;14568;14569;14570;14571;14572;14573;14574;14575;14576;25471;36202;36203;36204;36205;36206;36207;36208;36209;38525;38526;38527;38528;38529;38530,6096;9566;14575;25471;36203;38526,,127,,145
Q8IUR0;M0QZQ8,Q8IUR0;M0QZQ8,2;1,2;1,2;1,Trafficking protein particle complex subunit 5,TRAPPC5,>sp|Q8IUR0|TPPC5_HUMAN Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1;>tr|M0QZQ8|M0QZQ8_HUMAN Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=2 SV=1,2,2,2,2,2,1,2,1,2,1,8.5,8.5,8.5,20.783,188,188;121,0,11.925,0.59897,0.93517,9.7132,3,1,Median,0.59217,0.93585,13.736,2,1,Median,NaN,NaN,NaN,1,0,Median,8.5,4.3,44917000,27481000,17435000,35201000,21624000,13577000,9715600,5857300,3858300,,,,1384,1981;7778,True;True,2030;7989,5937;5938;23845,9161;9162;9163;36249,9163;36249,,,,
B7Z475;Q9BZK7;B4DP68;Q59F53;Q9BQ87;O60907-2;O60907,B7Z475;Q9BZK7,3;3;1;1;1;1;1,3;3;1;1;1;1;1,3;3;1;1;1;1;1,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,">tr|B7Z475|B7Z475_HUMAN cDNA FLJ55712, highly similar to F-box-like/WD repeat protein TBL1XR1 OS=Homo sapiens PE=2 SV=1;>sp|Q9BZK7|TBL1R_HUMAN F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1",7,3,3,3,3,2,3,2,3,2,9.6,9.6,9.6,40.756,376,376;514;364;540;522;526;577,0,18.542,0.6596,0.93504,16.834,3,1,Median,0.69699,1.0709,19.179,2,1,Median,NaN,NaN,NaN,1,0,Median,9.6,6.4,24142000,13980000,10162000,16273000,8893500,7379500,7868700,5086200,2782500,,,,599,993;2929;8368,True;True;True,1012;2995;8596,3022;8608;8609;25485;25486,4794;13198;13199;38689;38690,4794;13199;38689,,,,
Q08257-3;Q08257;C9JH92;A6NP24;Q08257-2,Q08257-3;Q08257;C9JH92;A6NP24;Q08257-2,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Quinone oxidoreductase,CRYZ,>sp|Q08257-3|QOR_HUMAN Isoform 3 of Quinone oxidoreductase OS=Homo sapiens GN=CRYZ;>sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens GN=CRYZ PE=1 SV=1;>tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens GN=CRYZ PE=2 SV=1;>tr,5,2,2,2,2,2,2,2,2,2,10.5,10.5,10.5,31.528,295,295;329;206;243;192,0,25.447,0.61173,0.93423,23.284,6,5,Median,0.63453,0.99174,26.458,3,2,Median,0.55545,0.88005,22.052,3,3,Median,10.5,10.5,62908000,38406000,24503000,32691000,20499000,12192000,30217000,17907000,12310000,,,,1240,7436;7660,True;True,7633;7865,22352;22353;23416;23417;23418;23419,34014;34015;34016;35558;35559;35560;35561,34015;35560,,,,
Q9H8W4,Q9H8W4,2,2,2,Pleckstrin homology domain-containing family F member 2,PLEKHF2,>sp|Q9H8W4|PKHF2_HUMAN Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens GN=PLEKHF2 PE=1 SV=1,1,2,2,2,2,2,2,2,2,2,12,12,12,27.797,249,249,0,13.225,0.64246,0.93339,9.5317,4,3,Median,0.67292,0.99842,9.22,2,2,Median,0.61144,0.88703,6.8992,2,1,Median,12,12,113120000,75471000,37645000,58004000,39607000,18396000,55112000,35863000,19249000,,,,1478,2081;5789,True;True,2133;5954,6156;6157;6158;17488;17489,9505;9506;9507;26767;26768,9506;26768,,,,
H7C072;Q13769,H7C072;Q13769,1;1,1;1,1;1,THO complex subunit 5 homolog,THOC5,>tr|H7C072|H7C072_HUMAN THO complex subunit 5 homolog (Fragment) OS=Homo sapiens GN=THOC5 PE=4 SV=1;>sp|Q13769|THOC5_HUMAN THO complex subunit 5 homolog OS=Homo sapiens GN=THOC5 PE=1 SV=2,2,1,1,1,1,1,1,1,1,1,4.6,4.6,4.6,30.2,263,263;683,0,7.3181,0.97209,0.93146,35.9,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,4.6,4.6,28891000,15352000,13538000,17946000,9900300,8045400,10945000,5451700,5493100,,,,858,6277,TRUE,6453,18993;18994,29014;29015;29016,29015,,,,
Q96BS4;P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;B4DLD4;M0R2U2;M0R1H0;M0R2B0;R4GMW7;A6NHQ2,Q96BS4;P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;B4DLD4;M0R2U2;M0R1H0;M0R2B0,5;5;4;4;4;4;4;3;3;3;1;1,5;5;4;4;4;4;4;3;3;3;1;1,5;5;4;4;4;4;4;3;3;3;1;1,rRNA 2-O-methyltransferase fibrillarin,FBL,>tr|Q96BS4|Q96BS4_HUMAN FBL protein (Fragment) OS=Homo sapiens GN=FBL PE=1 SV=2;>sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2;>tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Hom,12,5,5,5,5,3,5,3,5,3,25,25,25,28.449,260,260;321;228;229;244;273;290;157;178;182;334;333,0,53.878,0.70452,0.93144,15.952,7,0,Median,0.64831,0.90352,16.999,4,0,Median,0.74919,0.9724,16.878,3,0,Median,25,14.6,288670000,166950000,121720000,120410000,70391000,50023000,168260000,96560000,71697000,,,,1082,1002;2785;3566;4073;8033,True;True;True;True;True,1021;2845;3647;4168;8253,3042;8106;8107;10563;10564;10565;12271;12272;12273;24652,4823;4824;12396;12397;16296;16297;16298;18946;18947;18948;18949;37492,4824;12396;16296;18949;37492,,,,
Q0VGA5;Q53HA4;Q5T5C7;P49591,Q0VGA5;Q53HA4;Q5T5C7;P49591,4;4;4;4,4;4;4;4,4;4;4;4,"Serine--tRNA ligase, cytoplasmic",SARS,">tr|Q0VGA5|Q0VGA5_HUMAN SARS protein OS=Homo sapiens GN=SARS PE=2 SV=1;>tr|Q53HA4|Q53HA4_HUMAN Seryl-tRNA synthetase variant (Fragment) OS=Homo sapiens PE=2 SV=1;>tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=2 SV=1;>sp",4,4,4,4,4,3,4,3,4,3,9.2,9.2,9.2,58.406,511,511;514;536;514,0,29.22,0.53953,0.92974,14.857,7,0,Median,0.56051,0.96591,12.064,4,0,Median,0.52918,0.91498,19.861,3,0,Median,9.2,6.3,168400000,109720000,58676000,99387000,65474000,33914000,69011000,44250000,24762000,,,,1156,2374;3850;8241;8379,True;True;True;True,2430;3939;8466;8607,6938;6939;11558;25160;25161;25525;25526,10613;10614;17884;38217;38218;38760;38761;38762;38763,10613;17884;38217;38762,,,,
B4DI39;B4DWK5;A8K5I0;Q59EJ3;P08107;B4DNT8;P08107-2;B4DVU9;E7EP94;B4E1S9;B4DFN9;B3KTT5;B4E388;B4DNV4;Q9UQC1;B4E1T6;B4DNX1,B4DI39;B4DWK5;A8K5I0;Q59EJ3;P08107;B4DNT8;P08107-2;B4DVU9;E7EP94;B4E1S9;B4DFN9;B3KTT5;B4E388,11;11;11;11;11;10;10;9;9;9;9;7;7;5;4;3;3,9;9;9;9;9;9;8;8;8;8;7;6;6;4;4;1;1,4;4;4;4;4;4;3;3;3;3;3;3;3;1;1;1;1,Heat shock 70 kDa protein 1A/1B,HEL-S-103;HSPA1A,">tr|B4DI39|B4DI39_HUMAN cDNA FLJ54328, highly similar to Heat shock 70 kDa protein 1 OS=Homo sapiens PE=2 SV=1;>tr|B4DWK5|B4DWK5_HUMAN cDNA FLJ54392, highly similar to Heat shock 70 kDa protein 1 OS=Homo sapiens PE=2 SV=1;>tr|A8K5I0|A8K5I0_HUMAN Heat shock",17,11,9,4,10,7,8,6,4,1,21.7,18.1,7.8,67.531,618,618;623;641;709;641;617;586;544;550;550;572;476;563;232;151;398;417,0,70.263,0.59164,0.92925,15.168,21,0,Median,0.60105,0.95716,17.723,12,0,Median,0.58012,0.9164,11.843,9,0,Median,20.4,14.7,696670000,432540000,264120000,464610000,286670000,177950000,232050000,145870000,86177000,,,,139,592;628;672;906;3027;3292;3543;5162;6372;6829;7354,True;True;True;True;True;True;False;True;True;True;False,603;640;684;920;3095;3364;3622;5288;6548;7010;7549,1683;1684;1685;1686;1687;1799;1800;1937;1938;1939;1940;1941;1942;2758;2759;2760;9009;9775;9776;9777;9778;9779;10490;15737;19178;20540;22150;22151,2571;2572;2573;2574;2575;2576;2577;2747;2748;2749;2750;2959;2960;2961;2962;2963;2964;2965;2966;2967;2968;4399;4400;4401;4402;13874;15070;15071;15072;15073;15074;15075;15076;15077;16187;24163;24164;29261;31261;33695;33696;33697;33698,2573;2750;2968;4401;13874;15071;16187;24163;29261;31261;33696,12,,482,
B7Z4F6;B3GQS7;P10809;B7Z5E7;B7Z597;B7Z532;B9VPB4;B9VP19;Q53QD5;B9VP24;E7EXB4;Q53SE2;E7ESH4;B7Z712,B7Z4F6;B3GQS7;P10809;B7Z5E7;B7Z597,14;14;14;13;13;6;3;3;2;1;1;1;1;1,14;14;14;13;13;6;3;3;2;1;1;1;1;1,14;14;14;13;13;6;3;3;2;1;1;1;1;1,"60 kDa heat shock protein, mitochondrial",HSPD1,">tr|B7Z4F6|B7Z4F6_HUMAN cDNA FLJ54912, highly similar to 60 kDa heat shock protein, mitochondrial OS=Homo sapiens PE=2 SV=1;>tr|B3GQS7|B3GQS7_HUMAN Mitochondrial heat shock 60kD protein 1 variant 1 OS=Homo sapiens GN=HSPD1 PE=2 SV=1;>sp|P10809|CH60_HUMAN 6",14,14,14,14,12,9,12,9,12,9,28,28,28,58.57,550,550;569;573;517;564;245;184;184;55;185;221;233;234;158,0,165.79,0.6509,0.92797,7.6133,33,0,Median,0.65658,0.92757,8.1885,20,0,Median,0.63167,0.92797,6.9471,13,0,Median,23.5,19.3,1932000000,1147700000,784290000,1384800000,818120000,566670000,547200000,329580000,217620000,,,,327,84;819;2246;3206;3418;3821;3943;4562;4563;5310;7629;7632;7639;8058,True;True;True;True;True;True;True;True;True;True;True;True;True;True,85;832;2301;3276;3494;3910;4035;4670;4671;5452;7833;7836;7843;8278,211;2545;2546;6555;6556;6557;6558;9536;10087;11457;11458;11837;13791;13792;16137;16138;16139;16140;16141;16142;16143;23340;23341;23342;23343;23346;23347;23348;23364;23365;23366;24701;24702;24703;24704;24705;24706,316;4098;4099;10048;10049;10050;10051;14702;15552;17731;17732;17733;17734;18274;21295;21296;24744;24745;24746;24747;24748;24749;24750;24751;24752;24753;24754;35463;35464;35465;35466;35469;35470;35471;35472;35473;35491;35492;35493;35494;35495;35496;37560;37561;37562;37563;37564;37565;37566;37567;37568;37569,316;4098;10050;14702;15552;17731;18274;21295;21296;24745;35465;35470;35496;37563,,55,,454
